UserID	Gender	Age	Occupation	Zip-code	Cluseterid
97	F	35	3	66210	9
98	F	35	7	33547	6
99	F	1	10	19390	0
100	M	35	17	95401	8
101	F	18	3	33314	14
102	M	35	19	20871	7
103	M	45	7	92104	16
104	M	25	12	00926	7
105	M	45	12	90277	1
106	F	35	11	79101	19
107	M	45	18	63129	2
108	M	25	12	30316	7
109	M	45	15	92028	1
110	M	25	2	90803	17
111	M	35	15	55416	2
112	M	25	16	97209	8
113	M	18	12	37032	4
114	F	25	2	83712	17
115	M	25	17	28083	7
116	M	25	17	55744	4
117	M	25	17	33314	4
118	M	35	17	22315	7
119	F	1	10	77515	18
120	M	25	11	27106	7
121	M	35	7	75229	9
122	F	18	4	94305	17
123	M	35	9	67208	11
124	M	56	7	91356	16
125	M	45	14	01701	3
126	M	18	9	98117	19
127	F	45	3	01770	6
128	M	56	6	37922	5
129	M	25	11	20164	7
130	M	35	17	50021	2
131	M	18	4	06520	10
132	M	25	17	99709	8
133	F	25	0	55071	13
134	M	25	0	66212	13
135	M	18	4	20006	10
136	M	18	2	21202	10
137	F	45	6	78758	16
138	M	18	20	22203	7
139	F	25	20	45409	4
140	F	35	1	55107	13
141	M	35	13	62035	2
142	M	25	7	10011	10
143	M	18	3	64043	14
144	M	25	17	29401	7
145	M	18	4	19081	10
146	F	35	20	10954	7
147	M	18	4	91360	17
148	M	50	17	57747	1
149	M	25	1	29205	10
150	M	35	7	98144	9
151	F	25	20	85013	8
152	M	18	4	48104	14
153	M	1	10	51537	18
154	M	50	20	94530	1
155	M	35	12	07470	7
156	F	45	7	14519	5
157	M	35	16	12866	7
158	M	56	7	28754	5
159	F	45	0	37922	15
160	M	35	7	13021	6
161	M	45	16	98107	1
162	F	18	4	93117	17
163	M	18	4	85013	17
164	F	56	13	94566	1
165	M	18	16	98502	8
166	M	18	4	92802	17
167	F	25	11	10022	7
168	F	50	0	46970	15
169	M	25	7	55439	11
170	M	25	11	07002	7
171	F	50	17	55441	2
172	M	25	3	07661	10
173	M	25	0	45237	13
174	M	25	16	21203	7
175	F	25	2	95123	17
176	F	18	3	55016	14
177	M	50	1	54016	15
178	M	56	17	53705	1
179	M	25	0	02135	10
180	M	45	12	01603	3
181	M	18	17	33186	4
182	M	18	4	03052	10
183	F	45	1	55407	15
184	F	25	0	19001	10
185	M	45	0	14468	15
186	M	18	5	91767	17
187	F	45	1	94061	12
188	M	56	16	79930	1
189	M	18	0	60076	14
190	M	25	17	55125	4
191	M	18	4	04915	10
192	M	18	1	10977	10
193	F	45	15	44106	2
194	F	1	10	29146	0
195	M	25	12	10458	7
196	F	35	9	94587	19
197	M	18	14	10023	7
198	M	25	12	55108	11
199	M	18	4	83706	17
200	F	18	4	84321	17
201	F	35	2	55117	13
202	M	18	4	53706	14
203	F	18	4	53715	14
204	M	25	7	92123	17
205	M	35	12	97333	19
206	M	25	17	20194	7
207	M	25	12	94115	19
208	M	35	17	55432	2
209	M	35	1	90048	9
210	F	1	10	25801	0
211	M	45	17	90620	1
212	M	25	16	53714	4
213	F	18	4	01609	10
214	M	18	20	80218	8
215	M	35	14	92075	19
216	M	45	13	52761	2
217	M	18	4	22903	10
218	M	35	14	95822	19
219	F	25	4	55113	14
220	M	25	12	22903	7
221	F	25	0	94063	17
222	M	25	1	55116	13
223	M	25	17	28262	7
224	F	18	4	14850	10
225	M	25	7	11215	10
226	M	35	1	94518	9
227	M	35	20	90291	8
228	M	25	15	55455	4
229	M	18	10	04576	7
230	M	45	1	43210	15
231	M	25	3	55455	14
232	M	25	20	55408	4
233	F	45	20	37919	2
234	M	35	7	39652	11
235	M	25	0	98153	17
236	M	25	5	55126	14
237	M	25	6	46835	11
238	F	50	7	90291	16
239	M	18	19	94618	8
240	M	50	17	55113	2
241	M	35	20	55121	2
242	F	18	4	53706	14
243	M	25	16	11576	7
244	M	50	7	19072	5
245	M	35	16	66046	2
246	F	18	4	60625	14
247	M	25	17	94404	8
248	M	18	17	72703	4
249	F	18	14	48126	4
250	M	35	16	11229	7
251	M	56	17	55105	1
252	M	25	12	94112	19
253	F	25	11	97370	19
254	M	35	17	49015	2
255	M	35	0	85310	9
256	M	45	16	55076	2
257	M	18	18	55113	4
258	M	25	7	55436	11
259	M	25	1	60615	13
260	M	18	19	98126	8
261	M	25	20	75801	8
262	F	25	1	68503	13
263	F	25	7	22304	10
264	M	35	0	20755	6
265	F	35	7	55116	11
266	M	35	11	75229	19
267	M	45	12	55001	2
268	F	18	12	29708	7
269	M	25	2	55408	13
270	M	50	14	55414	2
271	M	18	4	48202	14
272	M	18	0	80302	17
273	M	18	4	55427	14
274	M	18	4	55455	14
275	M	25	0	48162	13
276	M	45	16	01982	3
277	F	35	1	98126	9
278	M	45	18	60482	2
279	M	25	14	91214	19
280	M	50	7	19118	5
281	F	35	0	94117	9
282	M	25	17	94401	8
283	M	25	0	10003	10
284	M	25	12	91910	19
285	F	35	0	94109	9
286	M	25	1	54601	13
287	M	50	13	94706	1
288	F	25	12	97119	19
289	F	25	0	11801	10
290	F	25	20	94591	8
291	M	35	12	55110	2
292	M	35	7	19406	6
293	M	56	1	55337	15
294	F	45	9	43147	5
295	M	18	0	80203	17
296	M	50	5	89432	16
297	M	18	2	97211	17
298	F	18	4	19010	10
299	M	25	12	97370	19
300	M	25	7	78664	17
301	M	18	4	61820	14
302	M	18	4	04901	10
303	M	25	7	20006	10
304	M	25	0	55414	13
305	F	18	0	55414	14
306	M	18	0	53051	14
307	M	50	16	90027	1
308	M	25	2	10025	10
309	M	25	4	16801	10
310	F	18	4	31207	10
311	M	18	4	31201	10
312	F	50	2	22207	15
313	F	18	4	02138	10
314	F	56	9	46911	5
315	F	56	1	55105	15
316	M	56	13	90740	1
317	M	35	7	38555	11
318	F	56	13	55104	1
319	F	50	6	33436	5
320	M	35	6	99516	9
321	M	18	4	55128	14
322	M	56	17	55117	1
323	M	45	12	53716	2
324	M	35	17	55106	2
325	F	50	3	55112	15
326	M	50	11	25302	5
327	M	35	18	55448	2
328	M	35	12	80401	19
329	M	35	7	02115	6
330	M	56	7	92065	16
331	M	25	7	55902	11
332	M	50	1	55109	15
333	M	35	2	55410	13
334	F	56	2	55113	15
335	M	35	18	55434	2
336	M	18	0	98765	17
337	M	18	19	80205	8
338	M	35	7	55116	11
339	M	50	7	80207	16
340	F	25	3	28001	10
341	F	56	13	92119	1
342	M	18	12	55076	4
343	F	35	3	55127	13
344	M	35	14	75034	19
345	M	25	12	94114	19
346	F	25	0	55110	13
347	F	56	1	55305	15
348	M	50	7	55110	5
349	M	1	10	08035	0
350	M	45	20	08035	3
351	M	18	4	55105	14
352	M	18	4	60115	14
353	F	35	7	92625	9
354	M	35	1	55117	13
355	M	18	3	55107	14
356	M	56	20	55101	1
357	M	18	0	98103	17
358	F	56	1	20815	15
359	M	25	17	55128	4
360	M	35	17	28208	2
361	F	25	14	94115	19
362	M	35	20	55407	2
363	M	18	10	55419	11
364	F	35	1	46815	13
365	F	18	4	02138	10
366	M	50	15	55126	2
367	M	50	12	55421	2
368	M	25	0	90293	17
369	M	35	1	55110	13
370	M	18	17	22304	7
371	M	18	4	02141	10
372	F	18	4	72227	14
373	F	25	2	55347	13
374	F	35	14	55346	2
375	M	25	2	55106	13
376	M	35	1	80026	9
377	M	25	17	55418	4
378	F	18	0	55105	14
379	F	35	1	54822	13
380	M	25	2	92024	17
381	M	35	17	89015	8
382	F	35	20	66205	2
383	F	25	7	78757	17
384	M	25	11	55075	11
385	M	25	6	68131	11
386	M	25	0	55408	13
387	F	35	7	55111	11
388	F	25	0	10021	10
389	M	25	6	68128	11
390	M	25	4	55405	14
391	M	45	11	22122	5
392	M	18	7	20037	10
393	M	35	17	55402	2
394	M	18	0	55013	14
395	M	18	5	55104	14
396	M	25	1	56187	13
397	M	35	17	22124	7
398	M	25	17	55454	4
399	F	35	6	55128	11
400	F	18	3	55422	14
401	M	18	0	55129	14
402	M	25	11	55427	11
403	M	18	4	02138	10
404	M	18	4	10128	10
405	M	56	1	13077	15
406	M	25	20	55105	4
407	M	18	17	89503	8
408	M	25	11	02143	7
409	M	18	12	55122	4
410	F	25	1	55417	13
411	F	45	1	43214	15
412	M	35	15	55117	2
413	M	25	11	55409	11
414	M	25	0	55317	13
415	F	35	0	55406	13
416	M	45	14	55076	2
417	F	25	0	50613	13
418	F	25	3	54016	14
419	M	18	3	55422	14
420	M	35	1	55406	13
421	F	45	3	55125	15
422	M	56	17	55104	1
423	M	18	4	55455	14
424	M	25	17	55112	4
425	M	25	12	55303	11
426	M	18	4	55455	14
427	M	35	12	55104	2
428	F	18	4	55455	14
429	M	18	0	54901	14
430	F	18	10	55306	11
431	M	18	10	55303	11
432	M	45	16	55306	2
433	M	50	6	55115	5
434	F	45	3	98155	12
435	M	25	7	55125	11
436	M	18	4	43023	14
437	M	35	17	55030	2
438	M	18	11	53705	11
439	M	35	14	55129	2
440	M	56	1	32940	15
441	M	35	1	55127	13
442	M	25	1	55105	13
443	M	25	3	55421	14
444	M	56	0	55108	15
445	M	45	12	55117	2
446	F	50	0	55042	15
447	F	45	11	55105	2
448	M	25	17	80123	8
449	M	25	7	85037	17
450	M	45	1	24523	15
451	M	56	13	54720	1
452	M	50	17	55117	2
453	M	18	4	55102	14
454	M	25	20	55092	4
455	F	35	2	55113	13
456	M	35	0	55105	13
457	M	18	4	54703	14
458	M	50	16	55405	2
459	F	18	4	55105	14
460	M	45	18	55313	2
461	M	50	7	55075	5
462	M	18	16	55416	4
463	M	25	7	55105	11
464	F	18	4	55455	14
465	M	18	19	94523	8
466	M	25	5	55405	14
467	F	35	3	55075	13
468	F	1	10	55082	18
469	M	35	6	55122	11
470	F	1	10	55068	18
471	M	35	7	08904	6
472	M	35	0	55418	13
473	F	18	4	55112	14
474	M	25	17	92126	8
475	F	25	2	55421	13
476	M	35	0	55127	13
477	M	35	14	55410	2
478	M	50	16	55113	2
479	M	25	12	55042	11
480	F	18	4	55422	14
481	M	45	7	55115	5
482	M	25	14	55305	4
483	M	18	12	55105	4
484	F	1	10	55104	18
485	M	56	7	55042	5
486	M	56	0	91367	12
487	F	35	17	55082	2
488	M	25	12	55107	11
489	M	18	4	55455	14
490	M	1	10	55345	18
491	M	18	4	56043	14
492	M	25	12	55112	11
493	M	50	7	55016	5
494	F	35	0	17870	6
495	M	18	10	55421	11
496	M	18	4	55455	14
497	F	25	17	55412	4
498	M	35	17	55113	2
499	F	25	1	55108	13
500	F	18	2	55105	14
501	M	25	2	55372	13
502	M	35	6	55126	11
503	M	35	11	73120	19
504	M	25	2	17003	10
505	M	35	17	37815	2
506	M	25	16	55103	4
507	F	25	0	55405	13
508	M	25	12	55418	11
509	M	25	2	55125	13
510	M	18	12	55109	4
511	F	45	4	15232	15
512	M	35	0	55379	13
513	M	25	0	55119	13
514	M	25	2	55113	13
515	M	25	1	55406	13
516	F	56	14	55033	1
517	F	25	14	55408	4
518	F	35	12	75240	19
519	F	35	14	55038	2
520	F	35	20	55104	2
521	M	56	7	55105	5
522	M	25	12	55124	11
523	M	50	7	55105	5
524	M	18	0	91320	17
525	M	35	6	19027	6
526	M	45	17	94806	1
527	F	25	2	11201	10
528	F	18	17	83843	8
529	M	35	12	92009	19
530	M	25	2	10019	10
531	F	18	14	22206	7
532	M	25	7	94301	17
533	M	25	12	27514	7
534	M	25	15	55902	4
535	M	35	6	95370	9
536	M	25	20	01267	7
537	M	45	14	07704	3
538	M	56	16	95407	1
539	M	25	2	55103	13
540	M	18	1	15213	10
544	M	35	12	94538	19
545	M	35	17	01890	7
546	F	25	0	37211	13
547	M	35	12	76109	19
548	F	35	16	96860	8
549	M	25	6	53217	11
550	M	45	8	21559	5
551	M	35	20	55116	2
552	M	50	18	23456	3
553	M	25	2	94131	17
554	M	25	12	94086	19
555	M	18	4	53213	14
556	F	25	9	37221	11
557	M	56	1	30030	15
558	M	35	20	55108	2
559	F	25	7	60422	11
560	M	45	15	81335	1
561	F	18	14	64060	4
562	M	35	20	48083	2
563	M	25	4	53703	14
564	M	45	1	49419	15
565	M	25	16	45242	4
566	M	25	17	92122	8
567	M	35	20	52570	2
568	F	50	17	19716	3
569	F	18	4	97339	17
570	M	25	4	33314	10
571	M	50	5	95401	16
572	M	18	4	61801	14
573	F	35	2	98119	9
574	M	25	19	90214	8
575	M	25	12	92130	19
576	F	45	15	20910	3
577	M	35	0	02115	6
578	M	18	17	90064	8
579	M	25	5	32839	10
580	M	1	10	08534	0
581	M	50	14	73543	1
582	M	18	4	67042	14
583	F	25	0	48067	13
584	F	25	0	94403	17
585	M	18	1	53703	14
586	M	35	14	53092	2
587	M	25	20	92649	8
588	F	25	11	23220	7
589	M	18	2	90210	17
590	F	35	6	98032	9
591	M	25	0	76201	17
592	M	18	0	92103	17
593	F	50	1	91711	12
594	F	56	13	60076	1
595	M	25	7	10019	10
596	F	25	1	01950	10
597	M	35	12	80206	19
598	M	35	7	95476	9
599	M	50	6	53711	5
600	M	35	17	66209	2
601	F	18	20	06320	7
602	F	56	6	14612	5
603	F	25	6	32256	11
604	M	45	17	32256	3
605	F	18	4	44425	14
606	F	1	10	49507	18
607	M	25	0	43614	13
608	M	18	4	18011	10
609	M	25	7	10012	10
610	M	25	4	77025	17
611	M	35	0	20715	6
612	M	50	7	95020	16
613	M	35	20	10562	7
614	M	35	1	90024	9
615	M	50	17	32951	3
616	M	25	7	94115	17
617	F	25	7	92117	17
618	M	25	0	74105	17
619	F	18	1	94706	17
620	M	18	0	13210	10
621	M	18	4	93560	17
622	M	25	0	92612	17
623	M	25	17	60555	4
624	M	25	1	75207	17
625	F	35	12	44106	2
626	M	18	4	77005	17
627	M	50	2	97210	12
628	F	35	0	20715	6
629	F	1	10	48154	18
630	F	35	14	80525	19
631	M	35	17	28601	2
632	M	45	17	07649	3
633	M	25	17	94131	8
634	F	1	10	49512	18
635	M	56	17	33785	3
636	M	18	20	92055	8
637	M	35	12	97132	19
638	M	25	6	77584	17
639	M	45	17	85202	1
640	M	18	4	47406	14
641	F	35	0	55116	13
642	F	35	1	78155	9
643	M	25	2	23188	10
644	M	25	20	93704	8
645	M	35	20	11215	7
646	M	35	7	08505	6
647	M	35	12	85224	19
648	F	25	12	94131	19
649	M	25	4	80526	17
650	M	25	17	49445	4
651	M	35	7	20895	6
652	M	18	20	12222	7
653	M	56	13	92660	1
654	M	50	7	75023	16
655	F	25	2	92629	17
656	F	45	16	92106	1
657	F	50	13	34691	3
658	F	25	0	10021	10
659	F	25	0	28134	10
660	M	45	16	70507	1
661	M	45	1	13114	15
662	M	18	4	99163	17
663	F	25	7	12345	10
664	M	35	18	74601	8
665	M	18	2	13317	10
666	F	18	0	08540	10
667	M	25	18	98438	8
668	F	25	3	22042	10
669	M	25	17	30307	7
670	M	25	12	30303	7
671	M	18	4	61761	14
672	M	35	7	46845	11
673	M	25	20	10023	7
674	M	25	17	22042	7
675	M	25	20	02048	7
676	M	18	16	55129	4
677	M	50	2	94122	12
678	M	25	0	34952	13
679	M	35	16	29681	2
680	M	25	12	37013	11
681	M	35	7	30501	6
682	M	25	4	27510	10
683	M	25	4	27514	10
684	M	25	4	27510	10
685	M	25	4	27514	10
686	M	18	4	27514	10
687	F	25	7	14136	10
688	M	56	13	13407	3
689	F	50	0	48103	15
690	M	25	12	90717	19
691	M	35	11	96813	19
692	F	25	0	85207	17
693	M	35	12	98103	19
694	M	18	4	76401	17
695	F	18	1	04240	10
696	M	25	12	94114	19
697	F	50	6	97330	16
698	M	18	4	76401	17
699	M	18	0	73505	17
700	M	50	17	14650	3
701	F	18	4	01002	10
702	M	35	7	90808	9
703	F	56	1	44074	15
704	F	35	8	85712	9
705	M	25	4	48065	14
706	M	35	20	78664	8
707	M	35	7	17740	6
708	M	25	0	37042	13
709	M	18	0	92647	17
710	M	25	20	85207	8
711	M	25	18	80521	8
712	M	25	0	95136	17
713	M	35	7	79912	9
714	M	18	4	76013	17
715	M	18	0	53715	14
716	M	18	4	98188	17
717	M	25	11	90211	19
718	M	18	2	90211	17
719	M	1	0	75070	18
720	M	18	0	55129	14
721	F	35	9	97520	19
722	M	25	12	55106	11
723	M	25	12	98027	19
724	M	50	13	90266	1
725	M	56	11	08904	3
726	F	25	9	77449	19
727	M	35	11	94061	19
728	M	25	6	11598	10
729	M	35	12	85284	19
730	M	25	0	10580	10
731	M	45	3	55410	15
732	M	25	7	07030	10
733	M	35	16	30034	2
734	M	25	7	90078	17
735	M	25	14	04240	7
736	M	18	12	07070	7
737	M	1	19	53711	18
738	M	18	17	99205	8
739	M	35	12	55803	2
740	M	25	14	24551	7
741	M	25	5	44095	14
742	M	18	0	54758	14
743	F	1	2	60660	18
744	M	25	17	77007	8
745	M	1	10	90004	18
746	F	18	19	95019	8
747	M	18	4	98606	17
748	M	25	0	60098	13
749	M	35	18	56303	2
750	F	35	9	13066	6
751	F	25	17	97201	8
752	F	25	3	97401	17
753	M	1	10	42754	18
754	M	35	7	38024	11
755	F	35	0	94002	9
756	M	35	0	90064	9
757	M	25	12	97401	19
758	M	35	7	19518	6
759	F	56	3	89156	12
760	M	56	15	94114	1
761	M	18	7	99945	17
762	M	1	10	63041	18
763	M	18	10	02882	7
764	M	18	20	85296	8
765	M	25	17	74467	8
766	F	25	7	95128	17
767	M	25	12	45241	11
768	M	25	12	17067	7
769	M	45	17	02421	3
770	M	18	4	98499	17
771	F	50	1	75087	12
772	M	18	12	89118	19
773	M	25	6	48108	11
774	M	18	4	22903	10
775	M	1	17	56258	18
776	F	25	3	92627	17
777	M	18	19	87543	8
778	M	18	17	32694	4
779	M	25	0	60156	13
780	M	25	17	91776	8
781	M	18	4	95076	17
782	M	56	1	28223	15
783	M	25	4	53703	14
784	M	18	0	11040	10
785	M	18	19	29307	4
786	M	25	0	55987	13
787	M	18	4	77802	17
788	M	25	0	37601	13
789	M	18	1	67212	14
790	M	25	17	45694	4
791	M	35	7	27511	6
792	M	25	17	01002	7
793	F	35	14	37043	2
794	M	50	20	10543	3
795	F	35	14	19147	7
796	M	50	6	98237	16
797	F	50	7	20175	5
798	F	25	20	48464	4
799	F	25	5	98498	17
800	F	35	12	72032	19
801	F	25	20	95776	8
802	M	25	16	22801	7
803	M	18	4	67217	14
804	M	25	20	90032	8
805	M	35	12	37211	2
806	M	35	0	34990	13
807	M	18	4	89015	17
808	M	25	7	85226	17
809	M	25	17	70508	4
810	M	25	12	98006	19
811	M	50	0	94043	12
812	M	25	6	37930	11
813	M	18	4	70002	14
814	F	18	4	92612	17
815	M	25	4	37130	14
816	M	45	0	92108	12
817	M	18	4	41076	14
818	M	18	4	60107	14
819	M	35	7	60611	11
820	M	35	7	78759	9
821	M	18	2	14456	10
822	F	25	1	07666	10
823	M	25	0	92078	17
824	M	35	12	94530	19
825	M	56	1	39532	15
826	F	35	1	80210	9
827	M	45	2	55409	15
828	M	18	4	70817	14
829	M	1	19	53711	18
830	M	35	7	60657	11
831	F	45	0	20874	15
832	M	18	2	19464	10
833	M	35	7	46825	11
834	F	35	12	78640	19
835	M	56	0	94952	12
836	M	25	11	10023	7
837	M	56	7	08540	5
838	M	50	17	92661	1
839	M	25	0	98103	17
840	F	25	3	02828	10
841	F	50	14	92119	1
842	F	18	0	55102	14
843	M	25	7	49321	11
844	M	25	0	92121	17
845	F	18	0	20009	10
846	M	25	5	80209	17
847	F	25	7	80228	17
848	M	25	15	94121	19
849	M	25	3	75006	17
850	M	35	0	60640	13
851	M	18	4	75287	17
852	M	25	5	92105	17
853	M	25	17	55447	4
854	F	25	16	44092	4
855	F	18	2	72701	17
856	F	45	6	02453	6
857	M	35	17	11701	7
858	M	35	14	10013	7
859	M	25	12	10128	7
860	M	18	0	78237	17
861	M	25	7	37027	11
862	M	35	7	10019	6
863	M	25	7	62522	11
864	F	25	0	97205	17
865	M	35	1	91711	9
866	M	1	10	08820	0
867	M	45	12	95814	1
868	M	50	17	01702	3
869	M	18	20	92026	8
870	F	25	1	02144	10
871	M	1	10	76013	18
872	M	50	1	20815	15
873	M	56	6	19027	5
874	M	45	15	26105	3
875	M	1	10	94707	18
876	M	25	4	43202	14
877	M	25	0	90631	17
878	M	18	2	01720	10
879	M	45	16	92018	1
880	M	35	17	94114	8
881	M	18	14	76401	19
882	M	18	2	01720	10
883	F	35	14	92673	19
884	M	1	10	49454	18
885	M	35	0	48105	13
886	F	56	0	14830	15
887	F	56	16	55345	1
888	F	1	10	08820	0
889	M	45	20	10024	3
890	M	18	4	92153	17
891	M	25	1	80202	17
892	M	35	0	76031	9
893	F	50	6	85016	16
894	M	18	4	31602	14
895	M	50	1	34683	15
896	M	18	15	94015	19
897	M	25	6	92130	17
898	M	25	7	77005	17
899	F	25	1	30605	10
900	F	56	13	90066	1
901	F	56	0	92027	12
902	M	56	0	45432	15
903	M	56	13	75165	1
904	M	35	20	92308	8
905	F	45	12	28655	3
906	M	1	10	71106	18
907	F	45	6	92117	16
908	F	50	1	92103	12
909	M	45	7	92831	16
910	F	50	0	98226	12
911	M	50	0	98226	12
912	F	35	2	91324	9
913	M	25	0	20744	10
914	F	35	9	30338	6
915	M	25	7	72762	11
916	F	25	1	92084	17
917	M	50	6	92117	16
918	F	45	1	91901	12
919	F	35	1	92056	9
920	M	18	4	92173	17
921	M	25	17	92084	8
922	M	56	16	48009	3
923	M	25	7	37212	11
924	M	50	17	98642	1
925	F	35	3	48073	13
926	M	1	10	07869	0
927	F	25	20	91105	8
928	F	56	16	98199	1
929	M	25	15	53706	4
930	M	25	5	98380	17
931	F	56	1	06032	15
932	F	35	6	97838	9
933	M	45	1	49419	15
934	F	35	7	97401	9
935	M	35	14	60538	2
936	M	18	4	34567	14
937	M	25	15	60513	4
938	F	25	1	01060	10
939	F	25	20	20110	7
940	M	1	10	76240	18
941	M	18	20	45387	4
942	F	50	6	85716	16
943	F	45	12	08033	3
944	M	35	0	91505	9
945	M	45	7	49345	5
946	M	35	7	48103	11
947	M	18	0	21015	10
948	M	56	12	43056	3
949	M	50	17	96753	1
950	M	35	7	21044	6
951	M	45	2	10009	15
952	M	56	16	97478	1
953	M	50	20	97030	1
954	F	25	0	21030	10
955	F	50	7	94941	16
956	M	35	1	55104	13
957	M	35	1	29706	13
958	M	35	2	48116	13
959	M	50	11	44622	5
960	M	1	10	45244	18
961	M	18	10	10016	7
962	F	25	1	80020	17
963	M	25	0	48197	13
964	M	25	7	94123	17
965	M	56	7	10954	5
966	M	56	2	92262	12
967	F	18	0	43615	14
968	M	50	12	94530	1
969	F	25	11	19103	7
970	M	25	0	27615	10
971	M	25	12	43615	11
972	M	45	1	02138	15
973	F	25	1	80026	17
974	M	35	19	94930	8
975	M	35	0	98136	9
976	M	35	14	89113	19
977	M	25	2	80110	17
978	M	18	0	19116	10
979	M	1	10	48073	18
980	M	25	6	92014	17
981	M	25	20	02141	7
982	F	25	9	92064	19
983	F	25	16	99224	8
984	M	50	16	92129	1
985	M	25	4	32608	10
986	F	56	0	19004	15
987	F	35	17	48098	2
988	M	50	11	48823	5
989	M	50	0	20706	15
990	M	18	6	10004	10
991	F	25	9	48103	11
992	F	35	3	02780	6
993	M	25	0	45678	13
994	M	18	2	92109	17
995	F	18	4	96803	17
996	M	25	17	98102	8
997	M	1	19	15748	0
998	M	45	20	10019	3
999	M	25	15	62558	4
1000	F	25	6	90027	17
1001	M	25	4	90210	17
1002	M	50	11	07043	3
1003	M	25	2	19320	10
1004	M	25	3	95136	17
1005	M	35	11	08003	6
1006	M	18	4	53220	14
1007	M	50	12	01960	3
1008	M	35	3	77064	9
1009	M	50	7	48315	5
1010	M	25	0	10310	10
1011	M	25	8	92115	19
1012	F	35	1	30004	13
1013	M	56	13	02576	3
1014	F	45	17	03054	3
1015	M	35	3	11220	6
1016	M	56	16	60044	1
1017	M	35	0	30906	13
1018	M	18	4	95616	17
1019	M	35	1	60640	13
1020	M	18	20	93455	8
1021	M	35	0	94559	9
1022	M	25	3	00918	10
1023	M	56	13	92675	1
1024	F	35	1	74135	9
1025	M	25	16	34677	4
1026	F	45	0	19130	15
1027	M	18	4	77005	17
1028	F	45	7	03848	6
1029	M	25	0	20015	10
1030	M	25	7	97303	17
1031	M	35	16	19803	7
1032	M	50	16	19425	3
1033	M	25	5	60076	14
1034	F	35	1	82601	9
1035	M	18	2	15956	10
1036	M	35	7	28036	6
1037	M	45	7	02081	6
1038	F	56	15	20194	3
1039	F	35	1	02346	6
1040	M	25	11	76309	19
1041	M	45	2	94306	12
1042	M	35	5	92801	9
1043	F	50	11	87004	16
1044	M	25	20	72701	8
1045	F	1	10	77477	18
1046	M	56	18	53404	1
1047	M	18	0	62225	14
1048	M	35	6	75225	9
1049	M	45	14	95002	1
1050	M	25	1	97302	17
1051	F	25	0	60513	13
1052	F	35	2	75214	9
1053	M	35	0	18360	6
1054	M	1	10	75040	18
1055	M	35	0	91505	9
1056	M	1	0	48133	14
1057	M	45	17	73069	1
1058	M	25	1	97321	17
1059	F	25	0	97213	17
1060	M	18	10	11235	7
1061	M	45	0	46060	15
1062	M	50	19	59457	1
1063	M	35	7	50265	11
1064	M	25	7	91344	17
1065	F	25	0	94402	17
1066	M	45	12	02151	3
1067	M	35	12	94402	19
1068	F	18	4	77581	17
1069	M	25	20	98105	8
1070	F	45	2	20036	15
