3675,2096,4,966364404
5854,2167,5,958272203
192,2093,1,977027747
1954,36,3,974689776
4387,2269,3,1010701257
4798,1587,2,963330576
3607,3613,3,971912438
1901,2006,3,974694944
26,303,3,978145330
3481,1856,3,967074468
3900,2724,5,965874060
975,2080,1,975106216
5916,780,3,957321791
2608,3097,5,973727511
5511,830,3,959788911
2703,3121,5,973299188
2638,1961,4,980118781
5511,1077,4,959787905
910,2015,4,975207684
1205,1148,5,974845413
5260,1230,5,961199365
3328,1678,2,967916518
1584,1963,5,1005615767
5972,1036,4,957289255
5565,788,3,959355519
5378,2598,3,960402461
5594,1957,4,959727303
192,1805,2,977029186
2860,2390,4,974149812
3774,2289,5,966041297
2124,3361,5,974647310
5397,2278,3,963416335
5387,2912,4,1043942167
2124,1408,4,974648521
142,1,4,977352868
3067,3614,2,969998386
2638,3688,3,973707213
403,1944,4,976307953
2825,1114,3,972611441
6036,3112,3,956753060
4387,3499,3,965170240
5916,2878,2,957460073
975,1894,3,975107153
698,2161,3,975559778
1842,2278,4,996424976
2766,594,5,973650872
5376,2872,5,960439029
1799,246,4,974700897
2393,2997,4,974295666
2592,1586,3,973827193
1746,327,5,974704238
5880,2417,2,957550130
4680,2683,5,963684643
2872,648,2,972416127
4556,252,4,964663547
1836,235,5,974826019
3965,2402,3,965667920
131,595,4,977444874
663,165,3,975652625
1435,190,4,974757789
2427,3185,4,974227797
3900,1307,5,965875070
1383,924,2,974767448
3507,61,3,982459357
5317,933,5,998041198
3507,928,5,966996530
3311,724,3,967961621
4884,1580,4,962744400
3119,2193,2,969392750
4063,3593,1,996117008
2872,1517,4,973291911
4578,155,2,964389578
5317,1834,4,960906750
5511,1240,5,959715417
3001,1616,4,970618133
5620,923,2,969311011
1602,2856,3,974732598
1390,266,4,1016499657
1579,1204,5,1000090081
3774,60,4,966041037
41,1339,1,978039076
3142,1273,4,968990256
1608,2188,1,974730353
1241,457,5,974832765
5047,29,4,966134747
5424,1276,5,983152865
5667,2406,3,958755201
3067,3281,5,970001256
896,2581,4,975221108
2820,2982,3,972676596
2872,2858,5,972416863
2223,378,2,975263001
2895,165,2,971987416
2660,1946,4,973464628
1503,2671,4,974771017
2258,2424,2,982441278
2012,1017,3,974677389
5567,2423,4,959349186
3568,2662,4,966745647
3328,1923,2,967910195
1613,480,5,974732429
2073,3186,5,974758939
392,2916,3,976306314
3037,408,4,970268587
5667,1264,4,958755133
530,2019,5,976143539
1836,1892,2,974828536
4633,34,2,964036615
5775,3210,3,958165716
1780,3071,4,974748932
2611,1947,1,973727268
2681,1641,5,973391634
2255,968,4,976156717
5871,3546,5,957812398
1842,1672,4,996424933
2398,3735,5,974277659
2860,2376,4,974234318
5972,3688,4,959717587
2731,3461,4,973242128
1170,1078,4,974861500
5880,673,2,957550571
6036,50,3,956710440
2176,3863,5,974611453
692,2405,3,977701630
5517,111,4,959702302
4387,271,2,977033973
5328,356,5,960838052
1543,1752,3,974743344
1825,2329,5,974779938
3481,1222,5,967079162
1019,2135,2,975522365
1599,2950,3,974847200
1337,364,5,974776493
4680,3308,3,963705154
3507,1701,5,967060268
4566,1489,3,964633619
1218,1079,5,976130760
2012,370,1,974680662
1599,19,3,974825208
5623,3361,4,959093067
1380,1282,4,975013500
3037,608,5,970268304
3967,3688,2,967552126
2928,1245,4,971554182
3311,3264,4,967959202
1575,2797,4,974737574
4578,2410,4,964391443
1600,2505,3,974780777
4025,3911,5,975211846
3505,707,3,966979634
6036,457,3,956712526
5387,1357,4,960340365
5412,347,3,976439517
4024,2713,3,965517872
1608,3114,4,974730847
3189,2004,2,969790419
1495,181,1,974749025
3964,2194,4,965668669
605,208,4,975871050
3328,118,2,967910880
58,1356,4,977935414
3822,1198,4,966300971
5972,50,4,956952462
1435,2985,5,974757820
4540,39,4,965944317
3685,1060,4,966950600
6023,2376,3,956751831
3415,440,3,967518431
303,2890,5,976505022
3989,3591,3,965601860
403,2296,3,976307047
6036,1081,3,956754004
3675,596,5,966364427
5397,3729,2,969308432
3619,2713,3,966583981
1780,2641,2,974705292
2124,3786,2,974654135
2097,3782,3,984013833
2124,648,1,974653834
1613,1320,3,974734653
3159,3483,3,981345429
867,1965,4,975277583
692,1035,3,975779053
1329,2718,3,976832753
1579,2109,3,989257584
5376,3671,4,960409454
3481,2599,5,967079726
1543,373,4,974749222
3475,912,3,1015737028
2564,3751,3,973970265
3475,3418,3,1015738573
5501,1301,5,959797024
1000,3418,5,975041346
3822,2321,4,965943597
1503,2240,3,974763694
1317,1304,4,974781927
3507,1892,2,966974494
2872,371,4,972421780
727,62,4,1007599990
2592,3062,5,973829787
3475,2404,1,1015738072
5412,2067,4,960242232
2820,2194,3,972657293
1109,1345,4,974919522
818,3262,4,975386244
3688,1617,5,966403105
302,1672,3,976505842
5543,1027,4,959512715
4855,1876,4,962845728
4387,2107,4,965247340
5397,3717,2,963416571
5329,3863,4,981350899
2611,3745,4,992890669
2223,3100,1,975262485
1420,532,4,975346855
5078,1301,5,962416389
2012,1019,3,974678140
5387,1974,3,960330540
1218,3697,2,975691829
4855,539,1,962848392
4583,3671,4,964363668
2860,1836,5,974237040
4472,1453,1,965071344
5916,1179,3,957321519
2937,2329,5,971477988
1836,428,4,974827965
5585,912,4,959488520
308,2325,2,995837659
1000,2872,2,975041125
1543,2763,4,974743050
5078,2455,4,962416615
656,1956,4,975739250
26,1711,2,978139311
5917,1748,3,957316545
4796,3701,4,962983056
3311,2268,4,968648235
2075,2959,4,974657492
5198,339,2,961686549
2124,3507,5,974649803
1613,1396,4,974732384
2205,1059,3,974605600
5755,1215,3,958266110
2592,2018,5,974057704
4387,434,1,965430721
2383,861,4,974323224
5517,1235,5,959702230
2176,2702,3,1038896977
5916,978,3,957321060
192,475,4,977093812
683,858,3,975602284
4742,2976,3,963329715
3989,1958,5,965601213
729,2112,4,975511640
1552,1719,4,974742275
392,1079,4,983467034
1836,1729,4,974825697
136,1405,1,977531255
2592,2896,4,973826678
3068,260,5,969990149
3768,1997,4,977978405
58,3210,4,977941214
4540,1079,4,964674294
5412,3623,3,960239558
1746,880,5,974704355
5955,785,2,957110283
975,2133,3,975120367
3475,1120,3,974775425
2072,2183,4,974659819
3844,736,4,965890217
5661,364,5,958780306
4089,1639,5,965428675
1836,2144,5,974825940
1170,2529,3,974860969
263,17,4,976651395
692,2542,4,978880871
5395,342,5,960323905
310,2279,4,976478394
3475,1610,4,974776586
5870,2395,5,957568048
310,3299,4,1012082145
3998,2407,1,965580232
4472,3006,4,965066610
5083,1221,5,962406380
2149,1544,3,974620869
3790,2985,3,966039721
3311,587,3,967959005
1842,16,5,993444990
2860,1965,4,974150050
5585,2231,5,959277509
3768,3254,1,966066879
781,2571,5,975433389
1584,3535,5,974836450
3768,19,3,966067494
4310,21,5,965259168
1124,1,5,974909280
5501,1278,5,959796231
4855,2036,2,962831566
698,3098,5,1015125163
3328,1018,5,967911225
5916,1248,4,957320438
149,1094,4,988679912
4633,107,4,964036670
3475,3196,3,1015738443
5721,1252,5,958502822
2681,3255,5,973391486
4310,100,3,965259825
5952,2987,5,957144200
11,1461,1,978904682
2608,2883,3,973728065
1298,1682,4,974848846
58,2396,5,977936980
660,1253,4,976741525
3414,1500,4,967489737
303,2333,5,976505022
935,95,4,975182674
38,2145,4,978045635
5792,2291,4,958082688
3118,16,3,969403589
5792,3535,4,1001012018
5880,1888,2,982800124
5231,2023,2,961459791
2102,507,2,974655912
4413,3792,5,965147657
935,1687,4,975182612
2854,616,2,972531065
5919,2716,3,957312541
1019,3088,4,975351657
3392,318,5,967506129
4141,21,4,965348655
392,3868,3,976304518
5623,2248,4,959092980
655,2470,2,975705281
1770,2261,2,974703170
2928,1464,3,971555346
2731,1080,4,973242645
4024,2724,2,965518054
5955,1198,5,957108133
3905,1275,5,965765960
26,3257,4,978139867
1579,1617,4,974737654
1626,1996,1,974722661
3984,2826,4,965611957
58,720,5,977937005
2073,913,4,974657935
192,2951,4,977095208
2676,1266,5,973403870
4672,299,4,963777063
4911,2558,3,962678570
2860,1994,4,974234186
1263,1230,4,974838801
3475,3948,3,1007790138
5667,348,3,958768799
5501,537,3,959799293
5567,920,4,959346970
1495,1022,2,974764605
5955,1378,4,957109003
2348,1227,3,974411846
2854,2641,1,972534147
4376,1704,4,965177923
4472,2985,4,965064628
1584,1223,4,974763885
149,741,4,988679536
225,2329,4,976832254
4826,1953,4,962919205
1503,1242,4,974750363
3905,3702,5,965855719
1241,3911,5,974832186
5396,2716,5,960312588
660,2951,3,976741035
3067,2798,1,970002291
5517,3504,5,959779135
5387,2628,3,961192584
5371,1966,5,960481015
5854,2460,2,958346936
4884,161,4,962745813
6036,3024,2,956754941
4826,1339,3,962918451
3607,920,4,971919160
5305,1277,1,960939893
1790,1272,5,974706055
1790,2116,1,974705958
38,337,3,978045712
1317,2541,3,974841959
1019,1772,2,1020701473
3167,1073,5,968818411
2689,1387,5,973348138
4089,1589,4,965456058
302,1683,3,976505665
225,998,4,976912395
192,1375,3,977089414
4472,3724,4,965066703
3328,48,4,968014483
5506,1961,3,959727930
5667,994,4,958768665
3507,1203,5,966997319
2102,1270,5,974656783
3768,1249,4,977978405
3505,1230,5,966979447
1626,735,4,974722400
6025,2297,3,956731492
3507,428,4,966997378
3125,2990,4,1039205231
4884,3471,4,963046330
2766,1078,3,973127374
2398,161,4,974278877
679,592,4,975608370
4898,1204,5,962711439
3507,1097,4,966997850
5917,919,3,957315974
4442,3604,3,965094266
3965,2890,4,965669207
3045,1584,4,970189014
3507,2248,3,966997202
2323,1234,3,974783520
3796,3435,5,966016106
3475,2176,3,998251057
6015,2018,3,956778826
3844,2413,5,965890129
4556,2107,1,964665752
5566,2021,4,959351736
5755,1541,3,958281938
3491,3810,3,967066512
2611,50,5,973799222
5946,1468,1,957194659
131,32,3,977456022
3206,110,4,968559562
5865,1573,2,957653929
818,3543,4,975385129
1790,2140,3,974700816
4098,592,3,965417179
4898,3246,4,962712040
2070,2324,5,974658348
5862,1370,5,957671063
3107,3525,3,969510222
2427,3623,3,990799637
5567,3425,5,959347689
2895,2240,4,971990290
302,1562,1,976504151
727,74,4,1007671673
2624,3698,4,973651989
1241,2289,5,974832745
403,356,5,976302024
2293,1272,5,974510481
5329,919,5,960838213
692,1921,5,975739592
3967,3477,1,967551791
1780,750,4,974704907
975,3046,4,975106680
5916,2076,1,957360257
2625,2648,4,973632671
3067,2262,5,970003116
2293,1267,5,974511420
975,802,3,975106773
2605,562,4,973747258
5320,2142,1,960863520
5326,3396,3,960845109
3505,2302,3,979346923
5620,1653,3,969311272
5317,1358,5,960906799
2854,3512,4,972577831
1317,1270,4,975214775
725,492,3,975544108
2592,2194,3,973829540
2194,1197,3,974607612
660,2827,1,975697390
3768,3489,3,966273437
1216,2987,3,974842530
131,3252,2,977478554
2681,1029,5,973390395
5329,1644,2,960916222
1019,1243,3,975424146
5329,3549,4,960837585
5755,930,5,958265148
3296,2858,5,968057319
1543,2353,4,974749194
5387,2145,2,960341224
2638,2699,2,973706500
1124,1073,5,974910168
4765,1233,5,971813543
5501,3638,2,959797226
6036,1584,4,956754614
2854,2369,2,972533155
3311,360,1,968648062
3619,3203,4,966583816
1124,2922,4,974909970
5792,3176,4,1001009711
2012,2953,2,974677908
2860,2750,5,974149812
3311,3704,3,967955150
1780,1704,3,984157783
2202,2706,4,974605858
1317,2590,3,1014013430
1495,329,2,974762443
2293,941,2,974509241
4509,2366,5,964980295
3965,782,3,965671053
5755,662,4,958281604
5544,2710,2,959498563
2416,3555,4,974246323
530,1089,4,976143482
5880,1050,1,958404180
4796,508,3,962987001
3064,3753,4,970073982
5585,800,4,959726635
5376,481,3,960438705
1263,141,2,974820929
5260,1247,3,961199312
4387,1416,2,965276221
1842,2064,5,996424559
371,1198,3,976315089
5916,1674,3,957360112
2383,1079,4,974418200
5371,1292,4,960480021
309,1270,4,976485013
302,3438,2,976506584
225,511,2,976830373
3900,2710,3,965873779
5506,3489,3,959728403
2205,971,3,974603790
3688,1249,4,997304441
5623,2926,3,959093134
4376,1240,5,965178342
5411,1073,4,960241757
1805,367,3,974837617
4245,2661,5,965309122
5201,1358,4,961646706
1613,2373,2,974740649
1575,1019,4,974737574
5482,2019,5,959864898
4700,1127,3,963590465
1618,1256,5,974728223
4638,616,4,964020483
5074,3089,5,962471045
24,1296,5,978132860
4089,3039,4,965536605
6036,2626,3,956754362
4387,916,5,965170658
3675,1297,4,966368884
1579,2990,3,981272346
225,1639,4,977257397
6023,1479,3,956751999
4484,2044,3,965019645
5368,2657,5,960496704
1780,368,3,974704636
2270,3408,3,974574151
4796,95,2,962984439
131,3481,2,977430496
5585,2490,5,959284845
1901,3363,5,974697582
1547,1188,5,1006874958
2223,912,3,974600828
829,2303,4,987132982
975,339,3,975106991
1552,2393,4,974743113
1503,2916,4,974763947
5755,1680,3,958280858
6036,1513,3,956710117
2223,2662,4,974601639
4089,457,5,965429050
5231,858,5,961460309
1205,261,5,974844643
2789,2012,4,972949086
5487,1127,4,959823141
1383,3298,2,975978545
1274,3061,4,974813831
2895,1611,3,972489652
987,356,5,975098726
655,2478,1,975705622
5511,349,5,959715642
136,2717,3,977424330
5237,1408,3,961763800
5759,329,2,958255169
2383,2565,3,979321310
1263,1073,2,974839785
5096,1694,4,1003274368
5074,1213,5,962429027
5543,1205,2,959513340
5276,783,3,961101763
5543,2021,5,959877146
3505,1391,4,979346960
5566,1287,4,959352245
987,3244,4,976993482
26,612,2,978145202
5543,2450,2,959513396
3119,2699,3,969392946
2271,1485,4,1007158857
5759,2875,3,958256435
4560,2064,4,964813817
4680,784,2,963684612
2860,3586,3,974232584
3501,3470,5,966998633
5387,1882,2,961191151
5955,1513,3,957110683
5376,2140,4,960409732
1445,193,5,974757674
3905,441,5,965759802
5329,1197,5,961009836
302,3040,4,976507862
5955,2455,3,957109566
5329,2193,4,961011869
4089,110,5,965428825
5449,3148,5,966862389
2110,2366,4,974650605
2820,3005,2,972663760
692,2021,4,980622492
4898,2160,5,962882745
5972,1088,5,959717678
192,2657,2,977089580
5482,1625,5,960386808
593,2439,4,975900332
3675,785,4,966363239
2611,1091,4,973727246
3726,1544,3,966228012
4594,1183,4,964230799
3965,1214,4,965669632
1298,198,4,974846501
1392,663,4,974765067
3505,3095,2,966979852
896,3515,4,975222528
3142,912,5,968989242
5501,3354,1,959797226
683,110,5,975601768
1298,2058,4,974839967
4742,3176,4,963329962
2223,2722,3,974602440
2073,1641,5,974666144
2102,3428,2,974653767
192,34,4,977024599
5581,3265,4,959284001
302,1438,2,976504049
3118,1702,1,969405649
310,2858,5,976477674
1274,1211,4,1009973155
5313,3594,4,960919709
5880,1226,2,957546105
1298,3256,4,974841044
3688,1171,5,975170761
3475,1276,3,1015737029
3189,95,3,969861186
3311,2380,2,967960069
3688,1952,4,966403906
5317,2405,4,960910587
4681,3524,2,963683235
6001,1711,3,1004810578
1503,1923,4,974770973
729,3176,4,975513561
2102,2735,1,974653281
5667,1394,4,958768335
3900,2403,3,965858885
2322,62,4,974465371
2398,1090,5,974277249
1420,2455,2,975346751
2592,2951,3,974058134
5511,1125,5,959788588
69,590,2,977882365
6036,589,5,956712412
340,3039,3,976342472
2611,1704,4,973799372
692,3535,4,975779053
2176,2502,5,974940546
182,648,5,977084647
5517,3097,4,959701226
3998,1644,4,965578907
4141,2081,4,965346535
2766,3363,5,973127267
5880,1057,2,957671016
3801,2617,3,966000683
1317,1361,3,974780656
2012,2804,4,974679308
698,2065,5,1015124119
1802,3735,5,974744251
2398,3699,2,974278181
2806,260,5,972785766
1026,3185,5,975378554
5201,260,4,961646281
2322,1617,4,974461665
1725,2571,5,974706982
1600,1356,5,974776272
1218,1408,3,976130520
593,1680,3,975900657
5902,924,4,1008895971
1599,1863,3,974824962
5621,232,5,959098864
3965,543,5,965670502
2681,2858,5,973389915
3965,1912,3,965675504
5620,1259,5,970536733
24,3448,5,978132163
2271,1201,4,974577177
1390,589,4,974766804
1799,457,3,974701560
4826,2082,4,962913615
5993,1358,4,956863722
5096,334,5,1003274352
5867,2719,2,957594525
3415,590,4,967518589
1579,2808,1,974738052
3675,2040,3,966362956
3869,2701,1,965847211
1746,1862,3,974704467
819,1147,5,975384787
975,1967,3,975120302
5567,265,4,959347048
5792,1810,3,1001009869
1420,3508,5,975346366
3118,165,3,969403653
5854,1722,3,958271307
5449,3418,3,959949193
4373,2535,2,965180516
3329,3811,3,967865008
3900,2805,4,965873972
308,357,4,995835192
192,2011,3,977090695
2258,595,4,974663515
4814,6,5,962929781
655,1150,4,975698042
5329,2064,5,961009855
5916,1261,3,957459597
2205,1073,4,974604864
225,1189,4,976832565
2323,2288,5,974625071
3768,1974,3,987188362
2638,165,3,980176880
3122,3179,2,969325951
1805,112,4,974734790
1495,595,3,974761071
2126,788,2,974644752
1149,2841,3,974869941
5543,1544,3,959514051
225,2320,2,976912019
4089,2792,2,965537301
34,3526,3,978103216
1124,2641,3,974912046
1124,2297,3,974912105
5972,357,5,963614840
5759,300,4,959818814
1383,2581,2,974766514
4855,1688,3,962831027
4855,1408,3,962846208
2820,2739,2,972670996
2708,2683,5,973291486
3118,759,5,969406094
2073,2313,5,974663644
2937,2628,4,971478680
308,1222,4,976484479
5228,2997,5,961637920
2073,3296,5,974752473
5543,1196,5,959510174
2872,2571,5,972416456
3965,3508,5,965668982
1216,1256,4,974848729
1329,1339,2,977166242
5449,2683,3,959949768
3507,336,2,967334005
5775,1089,5,958166529
3507,1089,5,966997181
1790,2028,5,974704469
5603,1258,1,959210635
5574,551,5,959294860
303,1197,3,977087080
967,3709,4,975115787
3001,356,5,970616623
4742,2804,5,963330019
2194,480,3,974607771
1366,3451,5,974778341
3831,3160,4,965929746
3414,104,3,967489874
4884,1260,4,963045636
131,668,4,1014088199
2012,3396,4,974677371
2383,2262,3,974325095
3452,1278,4,971381526
2323,3552,5,974626244
3296,3273,5,968057127
2255,1171,3,974591825
4233,3210,3,965312857
4404,466,3,965158121
6001,1372,3,956805347
1613,2458,2,974740594
5574,969,4,959295644
4578,1240,5,964390479
5952,3362,3,957143930
4575,2366,1,964445834
1503,3917,3,974748789
2928,3246,4,971553159
5397,2797,4,963524960
2854,3100,3,972537508
4373,2634,5,965182746
5074,1472,3,962471182
5317,1921,5,960905686
2820,3099,4,972658170
935,2736,3,976667810
5501,1334,3,959796333
3125,3555,4,1004734625
1569,948,4,974737752
725,2302,5,975544078
3732,1094,5,986753632
2121,3808,5,974648410
1124,2693,5,974908780
4681,1639,4,963682614
2073,1935,5,974667952
5916,3300,2,957359675
5585,2391,4,959277287
2097,589,3,974734031
