userId,movieRow,rating,TimeStamp
25,1580,4,978132347
25,110,3,978133273
25,2028,5,978130711
25,480,4,978132180
25,2393,2,978132424
25,2541,4,978386028
25,1676,4,978132563
26,3421,3,978141452
26,3422,3,978271825
26,1179,4,978274105
26,3423,3,978147079
26,719,3,978271742
26,2622,3,978275603
26,648,3,978139685
26,3426,3,978271666
26,2628,2,978143313
26,1682,5,978138796
26,3287,2,978140681
26,2558,3,978271539
26,216,2,978145295
26,217,3,978271309
26,1689,2,978140284
26,2053,1,978145681
26,2054,3,978143348
26,3500,2,978144939
26,2059,1,978139535
26,724,3,978145618
26,3501,3,978141118
26,3502,4,978142789
26,2700,1,978141688
26,1259,5,978141478
26,1186,3,978272167
26,2701,2,978272041
26,3506,4,978273150
26,3360,5,978146594
26,3361,4,978146559
26,3362,2,978272609
26,2706,3,978139135
26,585,2,978139966
26,586,2,978140049
26,1833,4,978139735
26,587,3,978138656
26,588,3,978142422
26,589,3,978271900
26,1,3,978130703
26,3,2,978140022
26,4,3,978145310
26,5,5,978144881
26,7,4,978141783
26,2134,2,978141783
26,2137,3,978273028
26,1409,2,978141204
26,804,4,978145105
26,1265,4,978140876
26,1196,2,978143174
26,736,3,978139735
26,3441,4,978146812
26,2712,3,978139371
26,1198,3,978146540
26,592,3,978146876
26,593,3,978130429
26,2716,2,978146800
26,595,3,978273930
26,597,4,978138759
26,3448,2,978142647
26,1917,4,978140139
26,303,3,978145330
26,231,1,978139639
26,160,3,978272412
26,1777,2,978139056
26,234,3,978140049
26,161,4,978138982
26,1779,3,978145280
26,236,3,978271538
26,237,3,978271539
26,168,4,978141233
26,2144,3,978141583
26,2145,3,978140971
26,1270,3,978271309
26,2146,5,978141178
26,1271,3,978144677
26,1347,2,978146940
26,818,1,978140541
26,3450,2,978139209
26,673,2,978140454
26,3525,3,978146940
26,3526,5,978141602
26,2724,3,978140173
26,1923,3,978138670
26,3528,3,978142812
26,1784,5,978384872
26,315,3,978145667
26,317,2,978143330
26,318,4,978130703
26,248,2,978140284
26,1422,3,978139827
26,2154,3,978271624
26,2081,4,978140997
26,1425,2,978144977
26,2082,3,978140049
26,1285,3,978146649
26,2802,4,978141204
26,2805,3,978145407
26,3608,1,978141896
26,3100,3,978138682
26,3101,4,978146800
26,252,4,978141219
26,2302,3,978141688
26,185,3,978276085
26,3108,2,978274244
26,3039,3,978271918
26,902,4,978273268
26,830,2,978140333
26,1291,3,978146574
26,832,2,978274244
26,762,3,978145597
26,3614,4,978275316
26,1298,2,978146940
26,765,3,978145506
26,3543,5,978141633
26,1003,2,978271488
26,694,3,978146288
26,2746,1,978146876
26,1947,3,978142952
26,1876,5,978275083
26,333,1,978145560
26,260,3,978271884
26,11,3,978271282
26,261,2,978274244
26,3040,3,978271692
26,337,1,978130782
26,3114,3,978141494
26,2312,4,978146619
26,16,4,978275215
26,2313,3,978271461
26,339,3,978139421
26,267,2,978140520
26,195,3,978271857
26,2316,4,978140082
26,2243,5,978146718
26,2245,3,978141664
26,1370,3,978139015
26,1517,1,978142451
26,198,4,978274312
26,2247,2,978147012
26,2174,1,978141688
26,2248,3,978142861
26,1376,1,978143197
26,2822,3,978141288
26,3552,3,978271401
26,1013,3,978273355
26,1015,3,978139894
26,1880,3,978140311
26,2683,1,978385333
26,1954,3,978272643
26,1955,3,978273004
26,412,5,978144309
26,1883,2,978144324
26,413,2,978139790
26,2759,2,978139536
26,1957,3,978146686
26,3489,3,978271603
26,1958,3,978142912
26,416,3,978146104
26,344,1,978140097
26,1888,3,978139827
26,2321,5,978139101
26,276,3,978140162
26,278,3,978145631
26,3056,3,978145836
26,1380,4,978141896
26,1381,2,978142672
26,2259,3,978141339
26,1457,4,978276041
26,852,4,978139520
26,780,3,978144236
26,3703,2,978143197
26,1387,3,978272215
26,1388,2,978273171
26,3705,3,978142486
26,3707,4,978142043
26,1020,3,978271421
26,784,1,978139991
26,2906,4,978146047
26,1021,2,978140454
26,3638,2,978273135
26,1961,4,978146540
26,788,1,978141204
26,1028,1,978142738
26,1966,4,978138630
26,350,3,978144538
26,424,3,978145105
26,1968,4,978141494
26,3130,3,978146180
26,2403,3,978146985
26,429,1,978140438
26,356,5,978138642
26,3206,4,978141354
26,2404,3,978147180
26,2406,3,978141079
26,3063,3,978140187
26,2407,3,978141664
26,2261,3,978146800
26,38,2,978145985
26,2335,2,978140566
26,2262,5,978384764
26,39,3,978271401
26,2409,4,978273066
26,1461,2,978145736
26,1608,4,978144324
26,1463,2,978145597
26,1390,2,978145310
26,2266,3,978142510
26,1391,1,978145944
26,2268,4,978138575
26,1393,5,978140863
26,2269,3,978271640
26,1394,5,978141439
26,1100,2,978141233
26,1101,4,978140997
26,2915,4,978130465
26,2916,4,978144159
26,2918,3,978141583
26,500,3,978138871
26,1035,2,978273268
26,432,2,978145481
26,3210,3,978271488
26,2779,3,978271603
26,361,4,978275709
26,435,3,978140370
26,2411,4,978147114
26,364,3,978271665
26,2412,2,978146047
26,2340,4,978141178
26,45,5,978275432
26,1541,3,978140139
26,368,2,978139503
26,3219,3,978275185
26,48,3,978141288
26,2418,2,978146974
26,1544,3,978140344
26,3584,4,978147104
26,511,5,978130485
26,2858,4,978130715
26,440,3,978140997
26,441,2,978142561
26,370,1,978140333
26,517,3,978271809
26,518,1,978140071
26,445,1,978139936
26,2420,3,978146923
26,3152,5,978272609
26,2423,2,978141566
26,2424,3,978141008
26,2352,5,978141602
26,377,4,978140997
26,3082,4,978144939
26,378,4,978144788
26,3156,5,978144677
26,1625,3,978271571
26,2355,3,978138608
26,2429,3,978145526
26,1556,2,978141377
26,1485,1,978139220
26,3809,3,978141913
26,3590,3,978273135
26,3591,3,978141721
26,2791,1,978141700
26,1126,1,978140254
26,2794,2,978147128
26,2795,2,978141602
26,450,2,978144498
26,1994,2,978146835
26,524,5,978138560
26,2797,3,978143298
26,2798,1,978146047
26,380,3,978271918
26,1997,3,978140772
26,454,5,978139258
26,381,3,978142952
26,455,2,978140530
26,529,4,978130782
26,62,4,978143951
26,1703,2,978271539
26,3308,5,978146900
26,1704,5,978130729
26,64,2,978141204
26,2291,1,978142589
26,3098,4,978146686
26,2369,2,978146955
26,1569,3,978271742
26,1498,2,978139182
26,2003,2,978146955
26,1201,2,978273280
26,2004,1,978139721
26,2942,3,978271539
26,1135,4,978141879
26,2875,3,978271871
26,605,4,978275630
26,609,3,978140566
26,463,3,978271588
26,1711,2,978139311
26,539,2,978138972
26,466,2,978139936
26,1713,3,978139991
26,1640,4,978138784
26,467,3,978144646
26,74,4,978141079
26,3173,4,978139438
26,3247,2,978276085
26,3248,2,978145803
26,1644,3,978271624
26,3249,3,978130684
26,2447,5,978138630
26,1645,3,978271448
26,2375,3,978141913
26,104,2,978138608
26,2011,4,978141820
26,2012,2,978271309
26,2950,3,978147235
26,2014,3,978273066
26,2953,2,978145709
26,2881,3,978271461
26,3684,3,978141030
26,3686,4,978275503
26,612,2,978145202
26,1073,3,978141633
26,540,3,978271857
26,3688,3,978271789
26,3689,3,978147235
26,542,3,978140370
26,471,4,978140977
26,472,3,978145453
26,1079,2,978146649
26,3252,2,978138847
26,1721,3,978144338
26,3253,2,978141649
26,1722,3,978139653
26,3254,1,978142952
26,3255,3,978271665
26,3257,4,978139867
26,2528,5,978273113
26,3259,3,978275758
26,2459,1,978273082
26,1584,3,978138705
26,2387,3,978144832
26,1586,4,978144806
26,1588,2,978142647
26,118,5,978141322
26,2020,5,978142127
26,1220,2,978271358
26,3835,3,978271421
26,3690,3,978147261
26,2890,3,978138728
26,550,3,978271900
26,1084,4,978273251
26,480,4,978130485
26,3331,3,978147180
26,1088,3,978271447
26,1801,3,978141134
26,628,3,978138886
26,3261,5,978271858
26,3408,2,978271489
26,3263,5,978139653
26,487,2,978146357
26,2463,3,978141688
26,94,3,978275270
26,95,4,978139854
26,3194,5,978271183
26,2392,2,978146155
26,1663,3,978146686
26,3268,1,978146180
26,2539,2,978139357
26,3269,3,978142615
26,122,2,978141322
26,1593,3,978271769
26,2469,5,978141095
26,125,3,978275083
26,2100,3,978141053
26,1597,2,978141204
26,1302,2,978146594
26,994,2,978273596
26,2106,3,978275538
26,3846,2,978146876
26,2109,3,978141896
26,1307,4,978140830
26,1090,3,978146594
26,1092,3,978139611
26,708,3,978144865
26,1097,2,978143197
26,491,3,978139421
26,1810,3,978139159
26,2541,5,978142080
26,3418,2,978144088
26,2470,3,978146900
26,3274,3,978139333
26,2473,3,978147163
26,499,5,978271741
26,207,5,978141306
26,1678,4,978143842
26,208,2,978144615
26,135,2,978140333
26,2111,2,978141807
26,2042,2,978145709
26,1240,4,978143197
26,1246,3,978146594
26,1247,3,978142647
28,1249,2,978982185
28,1179,4,978126422
28,2550,4,978125885
28,648,3,978982323
28,144,2,978982281
28,3793,4,978982233
28,650,3,978126224
28,2997,4,978125846
28,3000,3,978126172
28,1,3,978985309
28,2132,5,978985335
28,1265,4,978126107
28,1266,3,978126545
28,1193,3,978125194
28,1196,5,978125450
28,1197,5,978125233
28,1198,5,978125746
28,593,3,978125450
28,2571,3,978125885
28,1916,3,978126438
28,1411,4,978126277
28,1271,4,978126277
28,1277,4,978125546
28,1278,5,978125989
28,1923,3,978126438
28,2657,4,978982233
28,318,4,978125528
28,2080,3,978126370
28,1284,5,978125607
28,1285,5,978126277
28,3101,2,978125359
28,2599,4,978125689
28,901,3,978125218
28,902,5,978126189
28,1291,4,978125218
28,904,4,978125501
28,906,4,978126477
28,3471,3,978125730
28,3548,4,978125922
28,260,4,978125450
28,334,4,978125960
28,266,2,978982323
28,2174,3,978126491
28,912,5,978985294
28,2248,4,978126172
28,916,4,978985238
28,919,4,978125464
28,846,4,978125906
28,778,4,978126306
28,1956,4,978126306
28,2321,4,978126422
28,25,3,978126344
28,1387,4,978125846
28,928,4,978125960
28,2908,4,978125358
28,2762,4,978125811
28,1968,5,978126393
28,32,3,978125885
28,357,3,978126093
28,39,4,978126393
28,930,5,978126074
28,1537,4,978126049
28,2918,5,978125359
28,3210,3,978125730
28,293,4,978126147
28,47,2,978982203
28,1617,2,978125515
28,2858,4,978982159
28,50,5,978125989
28,2282,4,978126317
28,954,5,978125566
28,2797,3,978125358
28,1997,4,978125772
28,527,5,978985280
28,454,2,978125255
28,1704,4,978126277
28,3097,4,978125624
28,1200,4,978125796
28,3671,4,978126277
28,898,4,978125705
28,2947,4,978126477
28,1208,3,978125427
28,899,3,978125906
28,1136,4,978126093
28,608,4,978126189
28,2011,2,978125358
28,1210,5,978125255
28,1214,5,978125772
28,2881,3,978125358
28,2020,4,978125772
28,1224,4,978125566
28,1225,5,978125672
28,551,4,978982185
28,480,3,978982261
28,3260,3,978126370
28,3334,4,978126277
28,1660,4,978126545
28,2396,5,978125846
28,2398,4,978126189
28,1302,3,978126031
28,1230,4,978125607
28,2033,2,978982338
28,1097,3,978126452
28,1748,3,978126224
28,1240,3,978125772
28,1244,4,978126330
28,1247,5,978125501
32,1249,3,978119379
32,3429,3,978119364
32,3286,1,978126476
32,1683,3,978123849
32,1250,4,978122564
32,2707,2,978123912
32,1834,3,978123925
32,589,4,978123849
32,593,5,978123515
32,2571,3,978123515
32,1343,3,978123879
32,745,4,978123515
32,1784,3,978118666
32,247,4,978123831
32,1358,4,978123515
32,3101,4,978118701
32,1296,5,978122520
32,266,4,978121288
32,3556,4,978121288
32,1956,3,978118701
32,28,3,978122729
32,2762,5,978121626
32,32,5,978121599
32,2916,3,978123912
32,293,4,978123515
32,3072,5,978118683
32,47,4,978119379
32,3147,5,978123863
32,1617,3,978123515
32,3079,5,978122813
32,2858,4,978119364
32,50,3,978123515
32,3159,2,978122583
32,457,3,978123831
32,1208,4,978121689
32,608,4,978123515
32,3821,1,978118906
32,3751,4,978118859
32,2959,4,978121579
32,474,4,978123849
32,2020,5,978121545
32,2028,3,978121667
32,551,3,978121273
32,480,2,978118666
32,1088,4,978121564
32,2108,5,978122598
32,3786,4,978119403
32,3787,4,978121792
34,3424,4,978104034
34,1680,5,978104358
34,3358,3,978104491
34,2558,3,978104580
34,2485,5,978104678
34,2054,3,978104169
34,3868,4,978104050
34,1258,5,978103417
34,2700,4,978103198
34,1259,5,978102984
34,1188,1,978104414
34,3361,5,978103022
34,587,4,978104399
34,1835,4,978104466
34,222,4,978104384
34,1,5,978102970
34,7,3,978104490
34,2133,5,978104134
34,2134,3,978104119
34,3510,5,978103881
34,2710,5,978103455
34,1196,5,978103665
34,1197,5,978103077
34,2716,4,978102984
34,2572,4,978104449
34,597,5,978104399
34,236,1,978104619
34,163,3,978104384
34,2144,5,978103087
34,2145,5,978104134
34,2072,2,978104190
34,1270,5,978102954
34,1278,4,978102999
34,745,4,978102922
34,3450,4,978103289
34,3524,4,978104150
34,3526,3,978103216
34,1923,4,978103166
34,2581,4,978104491
34,3387,2,978104212
34,3388,2,978104238
34,1784,5,978103166
34,318,5,978103631
34,1350,2,978103487
34,2081,4,978103324
34,1285,5,978103052
34,2804,5,978104026
34,3608,3,978103303
34,3536,4,978103849
34,2735,3,978104150
34,3104,4,978103106
34,2302,5,978103216
34,1500,4,978103166
34,3033,5,978104068
34,2160,2,978103487
34,3039,4,978104081
34,837,3,978103216
34,838,4,978104466
34,2671,5,978103265
34,2747,3,978103379
34,11,4,978103264
34,339,4,978104503
34,17,5,978104339
34,1441,4,978104515
34,2174,4,978104068
34,2248,5,978102999
34,3623,3,978103932
34,919,5,978103710
34,3481,3,978103038
34,1888,3,978104643
34,2324,5,978102970
34,2329,5,978103677
34,1381,1,978104264
34,1387,4,978103428
34,1028,5,978103198
34,3499,4,978103444
34,1968,5,978103106
34,1895,3,978102800
34,353,4,978104414
34,356,5,978104384
34,34,5,978102999
34,2406,4,978103265
34,2261,5,978104150
34,39,4,978103198
34,1393,5,978104329
34,933,5,978103077
34,3712,3,978103368
34,1100,4,978104619
34,2915,4,978103127
34,2918,5,978102970
34,2413,4,978104190
34,2416,4,978104169
34,1541,3,978104549
34,3219,3,978102839
34,1479,4,978104619
34,2858,5,978102938
34,441,5,978103177
34,2423,3,978104105
34,2424,5,978104414
34,3087,4,978103368
34,3088,5,978103010
34,3591,4,978104081
34,2791,5,978103106
34,3594,4,978103990
34,2792,4,978104190
34,2794,5,978104238
34,3597,2,978103898
34,2795,5,978103241
34,2796,4,978104212
34,1994,4,978103444
34,380,3,978104435
34,1997,5,978103417
34,455,2,978102817
34,529,3,978103690
34,2432,4,978102800
34,1704,4,978103690
34,2291,4,978104371
34,2369,2,978104169
34,2000,5,978103138
34,1569,3,978104466
34,2001,5,978103354
34,1207,4,978103631
34,605,4,978104592
34,539,4,978104371
34,1641,4,978103303
34,2371,4,978104050
34,1717,3,978103517
34,1645,3,978103463
34,2375,5,978104212
34,2378,3,978104224
34,2379,3,978104253
34,2011,3,978104119
34,1219,4,978103417
34,1148,5,978102922
34,2888,5,978104630
34,543,4,978104549
34,1079,4,978104050
34,1721,4,978102800
34,3253,3,978103229
34,1722,4,978104549
34,2380,3,978104279
34,3257,4,978104692
34,2382,1,978104290
34,2383,1,978104279
34,3259,3,978104549
34,550,4,978104619
34,3408,4,978103898
34,3264,2,978103517
34,1735,4,978104426
34,3269,3,978104619
34,2469,2,978104169
34,2396,5,978104329
34,2100,3,978104105
34,1597,3,978104592
34,2108,1,978103277
34,2109,4,978103198
34,1307,5,978103052
34,1091,4,978104190
34,708,4,978104549
34,1097,5,978102839
34,2471,2,978104253
34,497,5,978104449
34,2478,4,978104212
34,3785,3,978103898
38,648,3,978045876
38,2485,3,978045193
38,141,3,978045807
38,215,3,978044874
38,1688,3,978046303
38,1183,5,978044808
38,2059,4,978046369
38,586,4,978046369
38,587,4,978044341
38,588,4,978046270
38,1835,3,978044980
38,224,4,978044682
38,1,5,978046225
38,3948,4,978046603
38,2572,4,978044874
38,1917,3,978045850
38,1777,4,978045545
38,236,4,978045041
38,2144,4,978045618
38,2145,4,978045635
38,2724,3,978045084
38,2581,4,978045000
38,249,5,978044682
